Rank,Song,Artist,Year,UnprunedLyricalComplexity,TotalWords,TitleInLyrics,posSent,negSent,compoundSent,repetitiveness
35,a beautiful morning,the rascals,1968,117,191,False,0.171,0.037,0.9698,0.387
36,the look of love,sergio mendes,1968,76,161,True,0.267,0.0,0.9939,0.528
37,hold me tight,johnny nash,1968,52,119,True,0.048,0.187,-0.9556,0.563
38,yummy yummy yummy,ohio express,1968,68,182,True,0.567,0.0,0.9994,0.626
39,fire,the crazy world of arthur brown,1968,63,148,True,0.037,0.317,-0.992,0.574
40,love is all around,the troggs,1968,71,148,True,0.184,0.055,0.9735,0.52
41,playboy,gene  debbe,1968,79,195,True,0.191,0.101,0.964,0.595
42,theme from valley of the dolls,dionne warwick,1968,61,160,False,0.1,0.05,0.6705,0.619
43,classical gas,mason williams,1968,1,1,False,0.0,0.0,0.0,0.0
44,slip away,clarence carter,1968,78,169,True,0.202,0.023,0.9854,0.538
45,im a girl watcher,the okaysions,1968,,,,,,,
46,sweet sweet baby since youve been gone,aretha franklin,1968,92,265,False,0.214,0.055,0.9933,0.653
47,green tambourine,the lemon pipers,1968,62,99,True,0.187,0.133,0.6369,0.374
48,1 2 3 red light,1910 fruitgum company,1968,47,145,True,0.118,0.182,-0.4825,0.676
49,reach out of the darkness,friend  lover,1968,63,112,False,0.215,0.069,0.9608,0.438
50,jumpin jack flash,the rolling stones,1968,60,196,False,0.046,0.078,-0.8402,0.694
51,macarthur park,richard harris,1968,138,332,False,0.149,0.046,0.9881,0.584
52,light my fire,jose feliciano,1968,62,254,True,0.078,0.262,-0.9927,0.756
53,i love you,people,1968,60,331,True,0.423,0.019,0.9996,0.819
54,take time to know her,percy sledge,1968,114,246,True,0.138,0.014,0.9808,0.537
55,pictures of matchstick men,status quo,1968,68,155,True,0.026,0.088,-0.8634,0.561
56,summertime blues,blue cheer,1968,80,219,True,0.127,0.041,0.9252,0.635
57,aint nothing like the real thing,marvin gaye  tammi terrell,1968,98,223,True,0.21,0.029,0.9912,0.561
58,i got the feelin,james brown,1968,64,141,True,0.095,0.065,-0.2023,0.546
59,ive gotta get a message to you,the bee gees,1968,83,218,False,0.078,0.095,-0.2871,0.619
60,lady madonna,the beatles,1968,75,124,True,0.059,0.037,0.4215,0.395
61,hurdy gurdy man,donovan,1968,57,188,True,0.077,0.016,0.9186,0.697
62,magic carpet ride,steppenwolf,1968,83,179,True,0.129,0.019,0.9552,0.536
63,bottle of wine,the fireballs,1968,59,215,True,0.0,0.103,-0.94,0.726
64,stay in my corner,the dells,1968,,,,,,,
65,soul serenade,willie mitchell,1968,1,1,False,0.0,0.0,0.0,0.0
66,delilah,tom jones,1968,77,180,True,0.189,0.082,0.9765,0.572
67,nobody but me,the human beinz,1968,30,193,True,0.037,0.694,-0.9981,0.845
68,i thank you,sam and dave,1968,115,351,True,0.254,0.077,0.9968,0.672
69,the fool on the hill,sergio mendes,1968,78,147,True,0.064,0.136,-0.8957,0.469
70,sky pilot,the animals,1968,65,118,True,0.086,0.128,-0.539,0.449
71,indian lake,the cowsills,1968,85,311,True,0.027,0.0,0.7906,0.727
72,i wonder what shes doing tonight,tommy boyce  bobby hart,1968,,,,,,,
73,over you,gary puckett  the union gap,1968,53,145,True,0.025,0.141,-0.9386,0.634
74,goin out of my headcant take my eyes off you,the lettermen,1968,,,,,,,
75,shoobedoobedoodaday,stevie wonder,1968,,,,,,,
76,the unicorn,the irish rovers,1968,151,345,True,0.074,0.048,0.5259,0.562
77,you keep me hangin on,vanilla fudge,1968,45,116,False,0.132,0.024,0.9413,0.612
78,revolution,the beatles,1968,75,181,True,0.298,0.045,0.9928,0.586
79,woman woman,gary puckett  the union gap,1968,73,160,False,0.057,0.198,-0.9836,0.544
80,elenore,the turtles,1968,70,171,True,0.219,0.049,0.987,0.591
81,white room,cream,1968,95,157,True,0.076,0.164,-0.9169,0.395
82,youre all i need to get by,marvin gaye  tammi terrell,1968,,,,,,,
83,baby now that ive found you,the foundations,1968,,,,,,,
84,sweet inspiration,sweet inspirations,1968,77,194,True,0.491,0.032,0.999,0.603
85,if you can want,the miracles,1968,69,227,True,0.213,0.167,0.3732,0.696
86,cab driver,the mills brothers,1968,75,169,True,0.214,0.044,0.9817,0.556
87,time has come today,the chambers brothers,1968,81,226,True,0.101,0.08,0.9029,0.642
88,do you know the way to san jose,dionne warwick,1968,108,248,True,0.102,0.033,0.9466,0.565
89,scarborough faircanticle,simon  garfunkel,1968,104,213,False,0.172,0.09,0.9669,0.512
90,say it loud  im black and im proud,james brown,1968,146,578,False,0.226,0.097,0.9982,0.747
91,the mighty quinn,manfred mann,1968,100,274,True,0.117,0.028,0.969,0.635
92,here comes the judge,shorty long,1968,114,311,True,0.08,0.026,0.9408,0.633
93,i say a little prayer,aretha franklin,1968,87,249,True,0.178,0.062,0.9863,0.651
94,think,aretha franklin,1968,105,300,True,0.192,0.021,0.9924,0.65
95,sealed with a kiss,gary lewis and the playboys,1968,62,144,True,0.279,0.212,0.9485,0.569
96,piece of my heart,big brother and the holding company,1968,98,350,True,0.193,0.033,0.9951,0.72
97,suzie q,creedence clearwater revival,1968,27,140,True,0.284,0.0,0.99,0.807
98,bend me shape me,the american breed,1968,72,187,True,0.172,0.053,0.9694,0.615
99,hey western union man,jerry butler,1968,84,280,True,0.047,0.038,0.0772,0.7
100,never give you up,jerry butler,1968,124,346,False,0.112,0.165,-0.9827,0.642
1,sugar sugar,the archies,1969,57,197,True,0.235,0.01,0.9929,0.711
2,aquariuslet the sunshine in,the 5th dimension,1969,80,268,False,0.331,0.026,0.9987,0.701
3,i cant get next to you,the temptations,1969,109,311,True,0.074,0.08,-0.5927,0.65
4,honky tonk women,the rolling stones,1969,58,122,False,0.0,0.025,-0.4391,0.525
5,everyday people,sly  the family stone,1969,86,203,True,0.081,0.112,-0.5647,0.576
6,dizzy,tommy roe,1969,76,212,True,0.113,0.14,-0.0897,0.642
7,hot fun in the summertime,sly  the family stone,1969,48,139,True,0.298,0.0,0.9926,0.655
8,ill never fall in love again,tom jones,1969,72,161,False,0.385,0.093,0.9977,0.553
9,build me up buttercup,the foundations,1969,94,397,True,0.059,0.127,-0.9814,0.763
10,crimson and clover,tommy james and the shondells,1969,34,60,True,0.338,0.0,0.9776,0.433
11,one,three dog night,1969,46,185,True,0.136,0.329,-0.9966,0.751
12,crystal blue persuasion,tommy james and the shondells,1969,78,127,True,0.198,0.021,0.9776,0.386
13,hair,the cowsills,1969,141,293,True,0.165,0.042,0.9895,0.519
14,too busy thinking about my baby,marvin gaye,1969,98,215,False,0.075,0.008,0.9448,0.544
15,love theme from romeo and juliet,henry mancini,1969,76,134,False,0.162,0.093,0.9117,0.433
16,get together,the youngbloods,1969,81,159,True,0.212,0.101,0.9775,0.491
17,grazing in the grass,the friends of distinction,1969,68,459,False,0.032,0.0,0.9247,0.852
18,suspicious minds,elvis presley,1969,85,265,True,0.158,0.172,0.571,0.679
19,proud mary,creedence clearwater revival,1969,76,175,True,0.138,0.015,0.9719,0.566
20,what does it take to win your love,jr walker  the all stars,1969,,,,,,,
21,its your thing,the isley brothers,1969,77,253,True,0.069,0.024,0.8879,0.696
22,sweet caroline,neil diamond,1969,76,137,True,0.289,0.094,0.988,0.445
23,jean,oliver,1969,68,159,True,0.075,0.044,0.5038,0.572
24,bad moon rising,creedence clearwater revival,1969,70,143,False,0.096,0.229,-0.9783,0.51
25,get back,the beatles with billy preston,1969,59,191,True,0.021,0.009,0.5187,0.691
26,in the year 2525,zager  evans,1969,143,240,True,0.035,0.061,-0.6428,0.404
27,spinning wheel,blood sweat  tears,1969,61,102,False,0.042,0.145,-0.8834,0.402
28,baby i love you,andy kim,1969,63,163,True,0.344,0.04,0.9963,0.613
29,going in circles,the friends of distinction,1969,73,216,True,0.089,0.007,0.9413,0.662
30,hurt so bad,the lettermen,1969,68,162,True,0.103,0.365,-0.9969,0.58
31,green river,creedence clearwater revival,1969,94,124,True,0.114,0.018,0.9118,0.242
32,my cherie amour,stevie wonder,1969,65,179,True,0.154,0.036,0.9686,0.637
33,easy to be hard,three dog night,1969,54,168,True,0.324,0.209,0.9805,0.679
34,baby its you,smith,1969,61,153,True,0.139,0.096,0.9359,0.601
35,in the ghetto,elvis presley,1969,114,236,True,0.038,0.133,-0.9615,0.517
36,a boy named sue,johnny cash,1969,283,655,True,0.112,0.137,-0.9802,0.568
37,baby baby dont cry,the miracles,1969,,,,,,,
38,only the strong survive,jerry butler,1969,129,247,True,0.195,0.039,0.9914,0.478
39,time of the season,the zombies,1969,53,132,True,0.213,0.0,0.9837,0.598
40,wedding bell blues,the 5th dimension,1969,76,188,True,0.209,0.042,0.9904,0.596
41,little woman,bobby sherman,1969,75,217,True,0.039,0.053,0.2706,0.654
42,love can make you happy,mercy,1969,63,151,True,0.447,0.011,0.9984,0.583
43,good morning starshine,oliver,1969,50,138,True,0.126,0.0,0.9607,0.638
44,these eyes,the guess who,1969,63,282,True,0.259,0.068,0.9964,0.777
45,youve made me so very happy,blood sweat  tears,1969,84,202,False,0.34,0.027,0.9983,0.584
46,put a little love in your heart,jackie deshannon,1969,77,248,True,0.289,0.018,0.9974,0.69
47,do your thing,the watts 103rd street rhythm band,1969,37,118,True,0.158,0.0,0.9423,0.686
48,id wait a million years,the grass roots,1969,75,204,True,0.124,0.153,-0.6495,0.632
49,touch me,the doors,1969,42,158,True,0.24,0.035,0.9904,0.734
50,more today than yesterday,spiral starecase,1969,82,150,True,0.283,0.022,0.9921,0.453
51,ive gotta be me,sammy davis jr,1969,75,149,True,0.212,0.06,0.9773,0.497
52,lay lady lay,bob dylan,1969,88,163,True,0.081,0.061,0.3403,0.46
53,atlantis,donovan,1969,115,201,True,0.097,0.017,0.9287,0.428
54,traces,classics iv,1969,67,106,True,0.209,0.031,0.9756,0.368
55,its getting better,mama cass elliot,1969,87,161,True,0.363,0.013,0.9969,0.46
56,this magic moment,jay and the americans,1969,57,158,True,0.049,0.0,0.7553,0.639
57,runaway child running wild,the temptations,1969,179,467,False,0.098,0.14,-0.9849,0.617
58,hawaii fiveo,the ventures,1969,14,29,True,0.0,0.0,0.0,0.517
59,galveston,glen campbell,1969,66,104,True,0.046,0.072,-0.4019,0.365
60,im gonna make you mine,lou christie,1969,66,296,True,0.013,0.1,-0.9735,0.777
61,gitarzan,ray stevens,1969,163,309,True,0.142,0.042,0.986,0.472
62,can i change my mind,tyrone davis,1969,88,216,True,0.218,0.027,0.992,0.593
63,time is tight,booker t  the mgs,1969,,,,,,,
64,this girls in love with you,dionne warwick,1969,105,214,True,0.283,0.0,0.997,0.509
65,color him father,the winstons,1969,146,317,True,0.19,0.054,0.9948,0.539
66,black pearl,checkmates ltd,1969,120,295,True,0.212,0.04,0.9953,0.593
67,indian giver,1910 fruitgum company,1969,67,154,True,0.318,0.025,0.9947,0.565
68,mother popcorn,james brown,1969,117,224,False,0.275,0.025,0.994,0.478
69,twentyfive miles,edwin starr,1969,,,,,,,
70,things id like to say,new colony six,1969,63,166,True,0.281,0.054,0.9938,0.62
71,when i die,motherlode,1969,61,179,True,0.24,0.134,0.9755,0.659
72,thats the way love is,marvin gaye,1969,128,335,True,0.285,0.062,0.9988,0.618
73,everybodys talkin,harry nilsson,1969,58,136,True,0.122,0.028,0.901,0.574
74,the worst that could happen,johnny maestro  the brooklyn bridge,1969,83,229,True,0.225,0.115,0.981,0.638
75,the chokin kind,joe simon,1969,97,225,True,0.305,0.153,0.9936,0.569
76,smile a little smile for me,the flying machine,1969,90,186,True,0.3,0.079,0.9937,0.516
77,polk salad annie,tony joe white,1969,129,279,True,0.028,0.148,-0.9881,0.538
78,ruby dont take your love to town,kenny rogers  the first edition,1969,,,,,,,
79,games people play,joe south,1969,133,219,True,0.081,0.109,-0.835,0.393
80,you showed me,the turtles,1969,42,181,True,0.262,0.0,0.9956,0.768
81,tracy,the cuff links,1969,,,,,,,
82,oh what a night,the dells,1969,58,217,True,0.363,0.08,0.9973,0.733
83,something,the beatles,1969,50,127,True,0.174,0.061,0.9421,0.606
84,this girl is a woman now,gary puckett  the union gap,1969,71,191,True,0.114,0.032,0.9325,0.628
85,come together,the beatles,1969,89,166,True,0.058,0.051,0.2809,0.464
86,ramblin gamblin man,bob seger system,1969,95,166,True,0.103,0.085,0.4597,0.428
87,im gonna make you love me,the supremes  the temptations,1969,,,,,,,
88,i heard it through the grapevine,marvin gaye,1969,108,303,True,0.154,0.052,0.9854,0.644
89,gimme gimme good lovin,crazy elephant,1969,50,107,True,0.357,0.035,0.9896,0.533
90,hang em high,booker t  the mgs,1969,,,,,,,
91,your good thing is about to end,lou rawls,1969,,,,,,,
92,baby im for real,the originals,1969,,,,,,,
93,oh happy day,edwin hawkins singers,1969,29,206,True,0.356,0.146,0.9965,0.859
94,love me tonight,tom jones,1969,96,231,True,0.393,0.064,0.9991,0.584
95,mr sun mr moon,paul revere  the raiders,1969,66,148,False,0.078,0.02,0.7717,0.554
96,laughing,the guess who,1969,61,241,True,0.384,0.08,0.9989,0.747
97,my whole world ended the moment you left me,david ruffin,1969,120,286,True,0.117,0.108,0.1863,0.58
98,soul deep,the box tops,1969,67,216,True,0.246,0.034,0.995,0.69
99,hooked on a feeling,bj thomas,1969,77,154,False,0.265,0.039,0.9928,0.5
100,sweet cream ladies,the box tops,1969,95,179,True,0.232,0.09,0.9857,0.469
1,bridge over troubled water,simon  garfunkel,1970,77,163,True,0.098,0.24,-0.9697,0.528
2,they long to be close to you,the carpenters,1970,63,174,True,0.14,0.0,0.9694,0.638
3,american woman,the guess who,1970,87,310,True,0.053,0.107,-0.8624,0.719
4,raindrops keep fallin on my head,bj thomas,1970,84,175,False,0.148,0.097,0.9193,0.52
5,war,edwin starr,1970,130,338,True,0.236,0.262,-0.9735,0.615
6,aint no mountain high enough,diana ross,1970,104,245,True,0.078,0.187,-0.9634,0.576
7,ill be there,the jackson 5,1970,,,,,,,
8,get ready,rare earth,1970,96,291,True,0.345,0.062,0.9984,0.67
9,let it be,the beatles,1970,64,240,True,0.125,0.03,0.9747,0.733
10,band of gold,freda payne,1970,79,253,True,0.217,0.1,0.99,0.688
11,mama told me not to come,three dog night,1970,108,299,True,0.178,0.041,0.9916,0.639
12,everything is beautiful,ray stevens,1970,119,257,True,0.231,0.028,0.9953,0.537
13,make it with you,bread,1970,82,164,True,0.173,0.046,0.9746,0.5
14,hitchin a ride,vanity fare,1970,61,166,True,0.031,0.032,-0.0289,0.633
15,abc,the jackson 5,1970,98,433,False,0.245,0.031,0.9988,0.774
16,the love you save,the jackson 5,1970,127,417,True,0.296,0.132,0.9989,0.695
17,cracklin rosie,neil diamond,1970,80,300,False,0.024,0.306,-0.9978,0.733
18,candida,dawn,1970,94,133,True,0.205,0.042,0.9749,0.293
19,thank you falettinme be mice elf agin,sly  the family stone,1970,111,265,True,0.257,0.052,0.9953,0.581
20,spill the wine,eric burdon  war,1970,134,359,True,0.026,0.055,-0.8847,0.627
21,ooh child,five stairsteps,1970,37,111,True,0.332,0.0,0.99,0.667
22,spirit in the sky,norman greenbaum,1970,48,202,True,0.143,0.163,-0.8957,0.762
23,lay down candles in the rain,melanie,1970,69,322,False,0.08,0.013,0.9633,0.786
24,ball of confusion thats what the world is today,the temptations,1970,171,323,True,0.16,0.115,0.9574,0.471
25,love on a twoway street,the moments,1970,,,,,,,
26,which way you goin billy,the poppy family,1970,67,200,True,0.083,0.071,0.6889,0.665
27,all right now,free,1970,90,290,True,0.113,0.041,0.9817,0.69
28,i want you back,the jackson 5,1970,106,359,True,0.124,0.116,0.9639,0.705
29,julie do ya love me,bobby sherman,1970,102,244,True,0.157,0.062,0.9819,0.582
30,greeneyed lady,sugarloaf,1970,52,96,False,0.316,0.04,0.9874,0.458
31,signed sealed delivered im yours,stevie wonder,1970,88,255,True,0.094,0.036,0.9012,0.655
32,ride captain ride,blues image,1970,88,218,True,0.17,0.047,0.9877,0.596
33,venus,shocking blue,1970,51,127,True,0.261,0.127,0.9571,0.598
34,instant karma,john lennon,1970,88,276,True,0.216,0.056,0.9919,0.681
35,patches,clarence carter,1970,192,447,True,0.058,0.03,0.9601,0.57
36,lookin out my back door,creedence clearwater revival,1970,77,166,True,0.079,0.099,-0.3818,0.536
37,rainy night in georgia,brook benton,1970,107,255,True,0.052,0.074,-0.5301,0.58
38,somethings burning,kenny rogers  the first edition,1970,,,,,,,
39,give me just a little more time,chairmen of the board,1970,103,301,True,0.377,0.04,0.9993,0.658
40,love grows where my rosemary goes,edison lighthouse,1970,83,218,True,0.351,0.021,0.9983,0.619
41,the long and winding road,the beatles,1970,62,143,True,0.083,0.06,0.7603,0.566
42,snowbird,anne murray,1970,103,164,True,0.098,0.069,0.6249,0.372
43,reflections of my life,marmalade,1970,50,113,True,0.015,0.174,-0.9552,0.558
44,hey there lonely girl,eddie holman,1970,66,162,True,0.126,0.308,-0.9836,0.593
45,the rapper,the jaggerz,1970,77,123,True,0.048,0.073,-0.7351,0.374
46,he aint heavy hes my brother,the hollies,1970,76,132,True,0.09,0.071,0.5719,0.424
47,tighter tighter,alive n kickin,1970,51,123,False,0.222,0.0,0.9802,0.585
48,come and get it,badfinger,1970,48,188,True,0.189,0.054,0.9744,0.745
49,cecilia,simon  garfunkel,1970,47,193,True,0.218,0.03,0.9923,0.756
50,love land,charles wright  the watts 103rd street rhythm band,1970,78,251,True,0.405,0.035,0.9993,0.689
51,turn back the hands of time,tyrone davis,1970,91,157,True,0.311,0.088,0.9941,0.42
52,lola,the kinks,1970,126,309,True,0.186,0.024,0.9941,0.592
53,in the summertime,mungo jerry,1970,123,449,True,0.167,0.045,0.9958,0.726
54,indiana wants me,r dean taylor,1970,111,284,True,0.13,0.082,0.9415,0.609
55,i know im losing you,rare earth,1970,106,274,True,0.088,0.136,-0.83,0.613
56,easy come easy go,bobby sherman,1970,63,96,True,0.292,0.026,0.9764,0.344
57,express yourself,charles wright  the watts 103rd street rhythm band,1970,62,186,True,0.094,0.0,0.9015,0.667
58,still water love,the four tops,1970,53,140,False,0.073,0.0,0.8876,0.621
59,make me smile,chicago,1970,81,107,True,0.349,0.036,0.9917,0.243
60,the house of the rising sun,frijid pink,1970,65,128,True,0.067,0.172,-0.9468,0.492
61,25 or 6 to 4,chicago,1970,59,95,True,0.078,0.0,0.7096,0.379
62,my baby loves lovin,white plains,1970,77,271,True,0.324,0.055,0.9987,0.716
63,love or let me be lonely,the friends of distinction,1970,59,129,False,0.294,0.088,0.9908,0.543
64,united we stand,the brotherhood of man,1970,94,174,True,0.178,0.048,0.9792,0.46
65,weve only just begun,the carpenters,1970,66,148,True,0.172,0.0,0.9744,0.554
66,arizona,mark lindsay,1970,111,231,True,0.041,0.039,0.1027,0.519
67,fire and rain,james taylor,1970,122,276,True,0.104,0.107,0.2387,0.558
68,groovy situation,gene chandler,1970,68,131,True,0.27,0.037,0.9838,0.481
69,evil ways,santana,1970,71,160,True,0.047,0.073,-0.6597,0.556
70,no time,the guess who,1970,47,294,True,0.059,0.439,-0.9989,0.84
71,didnt i blow your mind this time,the delfonics,1970,69,220,True,0.111,0.031,0.9512,0.686
72,the wonder of you,elvis presley,1970,54,96,True,0.263,0.069,0.9705,0.438
73,up around the bend,creedence clearwater revival,1970,79,175,True,0.088,0.007,0.9231,0.549
74,if you let me make love to you then why cant i touch you,ronnie dyson,1970,70,210,True,0.171,0.047,0.9841,0.667
75,i just cant help believing,bj thomas,1970,67,152,True,0.121,0.145,-0.2891,0.559
76,its a shame,the spinners,1970,90,293,True,0.081,0.378,-0.9989,0.693
77,for the love of him,bobbi martin,1970,79,222,True,0.252,0.012,0.9967,0.644
78,mississippi queen,mountain,1970,68,151,True,0.116,0.0,0.9325,0.55
